,link,avgRating,tMeter,fresh,ratings
357,https://www.rottentomatoes.com/m/mine_9,7.15,89.0,16,18
358,https://www.rottentomatoes.com/m/mrs_lowry_and_son,6.11,61.0,22,36
359,https://www.rottentomatoes.com/m/jay_and_silent_bob_reboot,6.39,66.0,25,38
360,https://www.rottentomatoes.com/m/dark_encounter,6.0,67.0,4,6
361,https://www.rottentomatoes.com/m/extracurricular,6.0,67.0,4,6
362,https://www.rottentomatoes.com/m/eye_for_an_eye_2019,7.58,88.0,7,8
363,https://www.rottentomatoes.com/m/the_sonata,5.38,48.0,12,25
364,https://www.rottentomatoes.com/m/britt_marie_was_here,6.44,70.0,14,20
365,https://www.rottentomatoes.com/m/live_twice_love_once,5.4,50.0,4,8
366,https://www.rottentomatoes.com/m/the_wave_2020,5.8,67.0,24,36
367,https://www.rottentomatoes.com/m/countdown_2019,4.09,26.0,18,70
368,https://www.rottentomatoes.com/m/the_host_2020,3.73,25.0,4,16
369,https://www.rottentomatoes.com/m/john_henry_2020,3.45,0.0,0,20
370,https://www.rottentomatoes.com/m/disturbing_the_peace_2020,3.04,20.0,4,20
371,https://www.rottentomatoes.com/m/the_murder_of_nicole_brown_simpson,1.07,0.0,0,9
372,https://www.rottentomatoes.com/m/tyler_perrys_a_fall_from_grace,3.36,17.0,4,24
373,https://www.rottentomatoes.com/m/leslie_jones_time_machine,7.67,100.0,6,6
374,https://www.rottentomatoes.com/m/speed_of_life_2019,5.82,78.0,7,9
375,https://www.rottentomatoes.com/m/a_patient_man,6.83,50.0,3,6
376,https://www.rottentomatoes.com/m/snatchers,7.38,100.0,16,16
377,https://www.rottentomatoes.com/m/gemini_man_2019,4.7,26.0,80,305
378,https://www.rottentomatoes.com/m/the_addams_family_2019,5.29,44.0,68,154
379,https://www.rottentomatoes.com/m/the_lighthouse_2019,8.04,90.0,332,369
380,https://www.rottentomatoes.com/m/melody_makers,6.25,78.0,7,9
381,https://www.rottentomatoes.com/m/welcome_to_curiosity,2.6,0.0,0,5
382,https://www.rottentomatoes.com/m/6_underground,4.59,36.0,32,90
383,https://www.rottentomatoes.com/m/maleficent_mistress_of_evil,5.09,40.0,100,251
384,https://www.rottentomatoes.com/m/joker_2019,7.23,68.0,388,567
385,https://www.rottentomatoes.com/m/zombieland_double_tap,6.2,68.0,163,241
386,https://www.rottentomatoes.com/m/the_death_and_life_of_john_f_donovan,3.69,20.0,6,30
387,https://www.rottentomatoes.com/m/in_fabric,7.43,91.0,138,151
388,https://www.rottentomatoes.com/m/to_kid_or_not_to_kid,6.81,100.0,15,15
389,https://www.rottentomatoes.com/m/barbara_rubin_and_the_exploding_ny_underground,7.54,100.0,15,15
390,https://www.rottentomatoes.com/m/judy_2019,6.94,82.0,262,321
391,https://www.rottentomatoes.com/m/wheres_my_roy_cohn,7.07,87.0,71,82
392,https://www.rottentomatoes.com/m/piranhas,5.7,58.0,19,33
393,https://www.rottentomatoes.com/m/i_see_you_2019,6.3,77.0,30,39
394,https://www.rottentomatoes.com/m/shes_missing,5.83,67.0,10,15
395,https://www.rottentomatoes.com/m/lucy_in_the_sky,4.37,21.0,26,123
396,https://www.rottentomatoes.com/m/2_in_the_bush_a_love_story_2019,6.75,100.0,5,5
397,https://www.rottentomatoes.com/m/ice_on_fire_2019,7.4,90.0,9,10
398,https://www.rottentomatoes.com/m/the_two_popes,7.34,89.0,191,214
399,https://www.rottentomatoes.com/m/imprisoned_2019,4.35,0.0,0,8
400,https://www.rottentomatoes.com/m/jexi,3.56,17.0,5,30
401,https://www.rottentomatoes.com/m/rabid_2019,5.62,55.0,17,31
402,https://www.rottentomatoes.com/m/mob_town_2019,4.38,0.0,0,9
403,https://www.rottentomatoes.com/m/code_8,6.16,79.0,15,19
404,https://www.rottentomatoes.com/m/hell_on_the_border,4.1,40.0,2,5
405,https://www.rottentomatoes.com/m/the_great_war_2019,2.1,17.0,1,6
406,https://www.rottentomatoes.com/m/john_mulaney_and_the_sack_lunch_bunch,8.65,96.0,25,26
407,https://www.rottentomatoes.com/m/ghost_stories_2020,4.5,33.0,3,9
408,https://www.rottentomatoes.com/m/the_irishman,8.77,96.0,416,434
409,https://www.rottentomatoes.com/m/freetown,6.14,50.0,6,12
410,https://www.rottentomatoes.com/m/abominable,6.67,81.0,132,163
411,https://www.rottentomatoes.com/m/ad_astra,7.54,84.0,311,371
412,https://www.rottentomatoes.com/m/edie,6.07,62.0,26,42
413,https://www.rottentomatoes.com/m/overcomer,5.79,50.0,8,16
414,https://www.rottentomatoes.com/m/daniel_isnt_real,7.14,83.0,64,77
415,https://www.rottentomatoes.com/m/a_million_little_pieces,5.02,27.0,13,48
416,https://www.rottentomatoes.com/m/freaks_2019,7.12,88.0,70,80
417,https://www.rottentomatoes.com/m/ready_or_not_2019,7.19,88.0,257,292
418,https://www.rottentomatoes.com/m/dont_let_go_2019,5.09,42.0,38,90
419,https://www.rottentomatoes.com/m/this_is_not_berlin,7.17,82.0,40,49
420,https://www.rottentomatoes.com/m/knives_and_skin,6.21,68.0,49,72
421,https://www.rottentomatoes.com/m/rambo_last_blood,3.98,27.0,45,168
422,https://www.rottentomatoes.com/m/hustlers_2019,7.3,87.0,291,334
423,https://www.rottentomatoes.com/m/after_class,6.86,83.0,10,12
424,https://www.rottentomatoes.com/m/linda_ronstadt_the_sound_of_my_voice,7.7,89.0,80,90
425,https://www.rottentomatoes.com/m/atlantics,7.89,96.0,142,148
426,https://www.rottentomatoes.com/m/i_lost_my_body,8.07,96.0,76,79
427,https://www.rottentomatoes.com/m/use_me,7.17,86.0,6,7
428,https://www.rottentomatoes.com/m/union_2019,5.21,64.0,7,11
429,https://www.rottentomatoes.com/m/marriage_story_2019,8.79,94.0,355,376
430,https://www.rottentomatoes.com/m/the_body_remembers_when_the_world_broke_open,8.22,97.0,34,35
431,https://www.rottentomatoes.com/m/qt8_the_first_eight,7.25,91.0,21,23
432,https://www.rottentomatoes.com/m/anya_2019,6.63,93.0,13,14
433,https://www.rottentomatoes.com/m/the_mandela_effect,4.0,20.0,1,5
434,https://www.rottentomatoes.com/m/a_christmas_prince_the_royal_baby,5.0,33.0,3,9
435,https://www.rottentomatoes.com/m/mike_birbiglia_the_new_one,8.1,100.0,5,5
436,https://www.rottentomatoes.com/m/most_likely_to_succeed_2019,6.83,71.0,5,7
437,https://www.rottentomatoes.com/m/dead_kids,4.5,0.0,0,5
438,https://www.rottentomatoes.com/m/olivia_2019,7.0,100.0,9,9
439,https://www.rottentomatoes.com/m/polaroid_2019,2.44,0.0,0,5
440,https://www.rottentomatoes.com/m/liyana,8.08,97.0,33,34
441,https://www.rottentomatoes.com/m/whered_you_go_bernadette,5.75,50.0,91,183
442,https://www.rottentomatoes.com/m/it_chapter_two,6.11,63.0,228,361
443,https://www.rottentomatoes.com/m/once_upon_a_time_in_hollywood,7.83,85.0,465,546
444,https://www.rottentomatoes.com/m/downton_abbey,6.89,84.0,208,247
445,https://www.rottentomatoes.com/m/tel_aviv_on_fire,6.8,90.0,54,60
446,https://www.rottentomatoes.com/m/angel_has_fallen,5.02,39.0,71,182
447,https://www.rottentomatoes.com/m/after_the_wedding_2019,5.76,45.0,69,154
448,https://www.rottentomatoes.com/m/adam_2019,6.9,74.0,17,23
449,https://www.rottentomatoes.com/m/queen_of_hearts_2019,7.29,96.0,24,25
450,https://www.rottentomatoes.com/m/if_the_dancer_dances,6.9,93.0,14,15
451,https://www.rottentomatoes.com/m/the_fare,8.38,100.0,7,7
452,https://www.rottentomatoes.com/m/crown_vic,6.22,58.0,14,24
453,https://www.rottentomatoes.com/m/cubby,6.0,73.0,8,11
454,https://www.rottentomatoes.com/m/we_believe_in_dinosaurs,6.44,91.0,10,11
455,https://www.rottentomatoes.com/m/antrum_the_deadliest_film_ever_made,6.21,73.0,8,11
456,https://www.rottentomatoes.com/m/killerman,3.35,26.0,5,19
457,https://www.rottentomatoes.com/m/the_divine_fury,5.5,44.0,8,18
458,https://www.rottentomatoes.com/m/klaus,7.59,94.0,63,67
459,https://www.rottentomatoes.com/m/earthquake_bird,5.53,50.0,20,40
460,https://www.rottentomatoes.com/m/bikram_yogi_guru_predator,6.79,96.0,22,23
461,https://www.rottentomatoes.com/m/philophobia_or_the_fear_of_falling_in_love,7.11,100.0,11,11
462,https://www.rottentomatoes.com/m/radioflash,3.75,0.0,0,11
463,https://www.rottentomatoes.com/m/the_courier_2019,2.58,6.0,1,18
464,https://www.rottentomatoes.com/m/feast_of_the_seven_fishes,6.72,88.0,14,16
465,https://www.rottentomatoes.com/m/the_shed_2019,5.69,67.0,12,18
466,https://www.rottentomatoes.com/m/night_sweats,5.1,46.0,6,13
467,https://www.rottentomatoes.com/m/a_reindeers_journey,7.4,83.0,5,6
468,https://www.rottentomatoes.com/m/the_knight_before_christmas,6.06,70.0,14,20
469,https://www.rottentomatoes.com/m/line_of_duty_2019,4.88,59.0,10,17
470,https://www.rottentomatoes.com/m/the_angry_birds_movie_2,5.73,73.0,80,109
471,https://www.rottentomatoes.com/m/47_meters_down_uncaged,4.57,44.0,39,88
472,https://www.rottentomatoes.com/m/legend_of_the_demon_cat,6.62,91.0,10,11
473,https://www.rottentomatoes.com/m/dora_and_the_lost_city_of_gold,6.49,85.0,126,149
474,https://www.rottentomatoes.com/m/luce,7.74,90.0,141,156
475,https://www.rottentomatoes.com/m/good_boys_2019,6.51,80.0,193,241
476,https://www.rottentomatoes.com/m/danger_close_2019,6.19,71.0,25,35
477,https://www.rottentomatoes.com/m/farming,5.74,55.0,17,31
478,https://www.rottentomatoes.com/m/love_is_blind_2019,4.88,40.0,2,5
479,https://www.rottentomatoes.com/m/brian_banks,5.95,61.0,43,70
480,https://www.rottentomatoes.com/m/the_farewell_2019,8.52,98.0,322,329
481,https://www.rottentomatoes.com/m/them_that_follow,6.0,59.0,54,92
482,https://www.rottentomatoes.com/m/the_art_of_racing_in_the_rain,5.15,43.0,50,117
483,https://www.rottentomatoes.com/m/official_secrets,6.89,83.0,132,159
484,https://www.rottentomatoes.com/m/the_peanut_butter_falcon,7.47,96.0,194,203
485,https://www.rottentomatoes.com/m/paradise_hills,6.27,64.0,39,61
486,https://www.rottentomatoes.com/m/adopt_a_highway,6.49,69.0,22,32
487,https://www.rottentomatoes.com/m/drive_2019,1.67,0.0,0,8
488,https://www.rottentomatoes.com/m/verotika,2.1,23.0,3,13
489,https://www.rottentomatoes.com/m/the_king_2019,6.54,71.0,99,140
490,https://www.rottentomatoes.com/m/inside_game,5.25,38.0,3,8
491,https://www.rottentomatoes.com/m/american_son_2019,5.67,48.0,12,25
492,https://www.rottentomatoes.com/m/red_letter_day,4.0,67.0,4,6
493,https://www.rottentomatoes.com/m/primal,4.23,39.0,15,38
494,https://www.rottentomatoes.com/m/cold_brook,6.33,80.0,8,10
495,https://www.rottentomatoes.com/m/badland,5.35,50.0,4,8
496,https://www.rottentomatoes.com/m/acceleration,2.67,0.0,0,6
497,https://www.rottentomatoes.com/m/bloody_marie,7.1,88.0,7,8
498,https://www.rottentomatoes.com/m/fire_in_paradise,7.5,80.0,4,5
499,https://www.rottentomatoes.com/m/holiday_in_the_wild,4.46,38.0,3,8
500,https://www.rottentomatoes.com/m/let_it_snow_2019,5.7,81.0,21,26
501,https://www.rottentomatoes.com/m/2nd_date_sex,5.0,43.0,3,7
502,https://www.rottentomatoes.com/m/the_return_of_martin_guerre,8.02,100.0,16,16
503,https://www.rottentomatoes.com/m/gebo_and_the_shadow,7.5,100.0,9,9
504,https://www.rottentomatoes.com/m/scary_stories_to_tell_in_the_dark,6.45,78.0,176,226
505,https://www.rottentomatoes.com/m/eli_2019,5.13,48.0,12,25
506,https://www.rottentomatoes.com/m/the_kitchen,4.45,23.0,52,223
507,https://www.rottentomatoes.com/m/netizens,8.25,92.0,12,13
508,https://www.rottentomatoes.com/m/girl_on_the_third_floor,6.69,84.0,31,37
509,https://www.rottentomatoes.com/m/the_dead_center,6.97,94.0,17,18
510,https://www.rottentomatoes.com/m/making_montgomery_clift,7.71,100.0,15,15
511,https://www.rottentomatoes.com/m/the_awakening_of_motti_wolkenbruch,5.31,62.0,5,8
512,https://www.rottentomatoes.com/m/rattlesnake,4.47,28.0,5,18
513,https://www.rottentomatoes.com/m/inside_lehman_brothers,5.88,83.0,5,6
514,https://www.rottentomatoes.com/m/sweetheart,7.13,94.0,33,35
515,https://www.rottentomatoes.com/m/blinded_by_the_light,7.3,89.0,222,250
516,https://www.rottentomatoes.com/m/fast_and_furious_presents_hobbs_and_shaw,6.11,67.0,226,337
517,https://www.rottentomatoes.com/m/wounds_2019,5.29,51.0,27,53
518,https://www.rottentomatoes.com/m/greener_grass,6.9,80.0,53,66
519,https://www.rottentomatoes.com/m/3_from_hell,5.36,56.0,20,36
520,https://www.rottentomatoes.com/m/emanuel,7.75,100.0,18,18
521,https://www.rottentomatoes.com/m/mary_2019,3.44,4.0,1,27
522,https://www.rottentomatoes.com/m/dolemite_is_my_name,7.96,97.0,217,223
523,https://www.rottentomatoes.com/m/the_laundromat,5.51,41.0,68,165
524,https://www.rottentomatoes.com/m/tell_me_who_i_am,7.48,97.0,34,35
525,https://www.rottentomatoes.com/m/miss_virginia,6.82,60.0,6,10
526,https://www.rottentomatoes.com/m/portals,4.38,0.0,0,11
527,https://www.rottentomatoes.com/m/seventeen_2019,6.38,82.0,9,11
528,https://www.rottentomatoes.com/m/the_gallows_act_ii,2.19,0.0,0,13
529,https://www.rottentomatoes.com/m/jenny_slate_stage_fright,8.72,100.0,14,14
530,https://www.rottentomatoes.com/m/trick_2019,3.73,33.0,9,27
531,https://www.rottentomatoes.com/m/ghosts_of_sugar_land,8.0,100.0,6,6
