X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
-80.9504791,42.9746077,Putnam Road,,,,,,-1,0,-1,,
-81.0125622,42.9660959,MiddleSex Rd,,,,,,-1,0,-1,,
