X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
-79.4810924,43.7214763,Keele Street,,,,,,-1,0,-1,,
-79.492767,43.7202513,Lot E - MTO Visitor Parking (Unit Park),,,,,,-1,0,-1,,
